Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	22q13.1	22	39332623	CBX6,APOBEC3A	CBX6 - APOBEC3A	23466	200315		       64.37	       20.90	rs1014971-?	rs1014971	0	1014971	Intergenic	2	0.62	8E-12	11.09691001300806		   1.18	[1.10-1.18] 	Illumina [591,637]	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	8p22	8	18272881	NAT2	NAT2 - PSD3	10	23362		       14.16	      111.93	rs1495741-?	rs1495741	0	1495741	Intergenic	2	0.80	4E-11	10.39794000867204		   1.15	[1.10-1.20] 	Illumina [591,637]	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	8q24.21	8	128718068	MYC	POU5F1B - MYC	5462	4609		      288.61	       30.25	rs9642880-T	rs9642880	0	9642880	Intergenic	2	0.45	2E-18	17.69897000433602		   1.21	[1.16-1.27] 	Illumina [591,637]	N
12/01/2010	20971583	Ojwang JO	10/22/2010	J Hand Surg Am	http://www.ncbi.nlm.nih.gov/pubmed/20971583	Genome-wide association scan of Dupuytren's disease.	Dupuytren's disease	37 European ancestry cases, 34 European ancestry controls	NR	1q41	1	221617076	LOC100132626	HLX - DUSP10	3142	11221		      558.68	      257.69	rs12032381-C	rs12032381	0	12032381	Intergenic	2	0.083	6E-6	5.221848749616356		   6.22	[2.37-16.31] 	Illumina [251,837]	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Body mass index	1,792 Filipino women	NR	12q23.1	12	99961349	ANKS1B	ANKS1B			56899			rs2373011-C	rs2373011	0	2373011	intron	1	0.42	9E-6	5.045757490560675		    .03	[0.02-0.04] unit increase	Affymetrix [2,073,674] (imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Body mass index	1,792 Filipino women	NR	2q36.1	2	223936738	KCNE4	KCNE4 - TRNAK39P	23704	100189504		       16.38	      249.58	rs1440072-C	rs1440072	0	1440072	Intergenic	2	0.06	4E-6	5.397940008672037		    .06	[0.04-0.08] unit increase	Affymetrix [2,073,674] (imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Body mass index	1,792 Filipino women	NR	1p31.3	1	63480730	ATG4C	ATG4C - FOXD3	84938	27022		      150.68	      308.00	rs17124318-C	rs17124318	0	17124318	Intergenic	2	0.87	6E-7	6.221848749616355		    .07	[0.04-0.10] unit increase	Affymetrix [2,073,674] (imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Body mass index	1,792 Filipino women	NR	7q21.13	7	88560878	ZNF804B	ZNF804B			219578			rs1406503-C	rs1406503	0	1406503	intron	1	0.05	9E-6	5.045757490560675		    .07	[0.04-0.10] unit increase	Affymetrix [2,073,674] (imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Body mass index	1,792 Filipino women	NR	17q25.3	17	75701697	SEPT9	SEPT9 - FLJ45079	10801	400624		      205.02	      173.41	rs9906155-T	rs9906155	0	9906155	Intergenic	2	0.91	9E-6	5.045757490560675		    .05	[0.02-0.07] unit increase	Affymetrix [2,073,674] (imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Body mass index	1,792 Filipino women	NR	9q31.2	9	110125811	RAD23B	RAD23B - KLF4	5887	9314		       31.34	      121.32	rs817858-G	rs817858	0	817858	Intergenic	2	0.13	7E-6	5.154901959985742		    .04	[0.02-0.06] unit increase	Affymetrix [2,073,674] (imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Height	1,792 Filipino women	NR	7q21.11	7	77964788	RPL13AP17	MAGI2			9863			rs2691543-T	rs2691543	0	2691543	intron	1	0.97	5E-6	5.301029995663981		   3.45	[1.97-4.93] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Height	1,792 Filipino women	NR	1q23.3	1	164739171	PBX1	PBX1			5087			rs6670655-T	rs6670655	0	6670655	intron	1	0.18	3E-6	5.522878745280337		   1.26	[0.74-1.78] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Height	1,792 Filipino women	NR	2q33.3	2	207634236	FASTKD2	FASTKD2			22868			rs2277912-G	rs2277912	0	2277912	intron	1	0.15	5E-6	5.301029995663981		   1.07	[0.62-1.52] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Height	1,792 Filipino women	NR	4q32.2	4	162602209	FSTL5	FSTL5			56884			rs17638464-G	rs17638464	0	17638464	intron	1	0.83	2E-6	5.698970004336018		   1.38	[0.81-1.95] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Height	1,792 Filipino women	NR	2p21	2	46826026	PIGF, CRIPT	PIGF			5281			rs17818399-C	rs17818399	0	17818399	intron	1	0.17	3E-7	6.522878745280337		   1.13	[0.70-1.56] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Height	1,792 Filipino women	NR	2q33.2	2	204165171	CYP20A1	CYP20A1			57404			rs11888559-T	rs11888559	0	11888559	UTR-3	1	0.15	2E-6	5.698970004336018		   1.05	[0.62-1.48] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Height	1,792 Filipino women	NR	12q23.1	12	96479267	LTA4H	LTA4H - ELK3	4048	2004		       49.90	      108.94	rs2660869-C	rs2660869	0	2660869	Intergenic	2	0.02	3E-6	5.522878745280337		   4.39	[2.55-6.23] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Waist circumference	1,792 Filipino women	NR	5q34	5	165377699	Intergenic	RPL21P59 - RPL7P20	100271174	728843		       45.06	       77.79	rs9313296-C	rs9313296	0	9313296	Intergenic	2	0.01	6E-6	5.221848749616356		   9.40	[5.35-13.45] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Waist circumference	1,792 Filipino women	NR	16q24.1	16	84685509	KLHL36	KLHL36			79786			rs11647936-A	rs11647936	0	11647936	intron	1	0.77	4E-6	5.397940008672037		   2.29	 [1.32-3.26 cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Waist circumference	1,792 Filipino women	NR	12q23.1	12	99961349	ANKS1B	ANKS1B			56899			rs2373011-C	rs2373011	0	2373011	intron	1	0.42	2E-6	5.698970004336018		   1.71	[1.00-2.42] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Waist circumference	1,792 Filipino women	NR	5q35.1	5	168899987	CCDC99	SLIT3 - CCDC99	6586	54908		      171.85	      110.65	rs13156607-T	rs13156607	0	13156607	Intergenic	2	0.11	5E-6	5.301029995663981		   3.91	[2.24-5.58] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Waist circumference	1,792 Filipino women	NR	3q28	3	190252635	IL1RAP	IL1RAP			3556			rs9290936-G	rs9290936	0	9290936	intron	1	0.61	4E-6	5.397940008672037		   1.79	[1.03-2.55] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Waist circumference	1,792 Filipino women	NR	15q21.1	15	45985071	SQRDL	SQRDL - SEMA6D	58472	80031		        1.59	     2025.62	rs12594515-C	rs12594515	0	12594515	Intergenic	2	0.69	7E-6	5.154901959985742		   1.73	[0.98-2.48] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Waist circumference	1,792 Filipino women	NR	12q14.1	12	63004583	PPM1H	C12orf61 - PPM1H	283416	57460		        7.37	       33.18	rs7302017-G	rs7302017	0	7302017	Intergenic	2	0.46	5E-6	5.301029995663981		   1.71	[0.97-2.45] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Waist circumference	1,792 Filipino women	NR	2q36.1	2	223936738	KCNE4	KCNE4 - TRNAK39P	23704	100189504		       16.38	      249.58	rs1440072-C	rs1440072	0	1440072	Intergenic	2	0.06	8E-7	6.096910013008056		   3.66	[2.21-5.11] cm increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Weight	1,792 Filipino women	NR	10q21.1	10	56790969	PCDH15	PCDH15 - GAPDHP21	65217	389970		      229.92	      635.93	rs10740609-T	rs10740609	0	10740609	Intergenic	2	0.07	5E-6	5.301029995663981		   3.41	[1.94-4.87] kg increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Weight	1,792 Filipino women	NR	8q24.13	8	122963215	Intergenic	HAS2AS - MRPS36P3	594842	347704		      306.28	      140.49	rs907121-C	rs907121	0	907121	Intergenic	2	0.57	2E-6	5.698970004336018		   1.83	[1.08-2.58] kg increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Weight	1,792 Filipino women	NR	5q34	5	165377699	Intergenic	RPL21P59 - RPL7P20	100271174	728843		       45.06	       77.79	rs9313296-C	rs9313296	0	9313296	Intergenic	2	0.01	7E-7	6.154901959985743		  10.00	[6.07-13.93] kg increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Weight	1,792 Filipino women	NR	12q23.1	12	96807917	C12orf55	CDK17 - C12orf55	5128	144535		       13.69	       75.47	rs11108495-T	rs11108495	0	11108495	Intergenic	2	0.45	4E-6	5.397940008672037		   1.55	[0.89-2.21] kg increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Weight	1,792 Filipino women	NR	15q21.1	15	45985071	SQRDL	SQRDL - SEMA6D	58472	80031		        1.59	     2025.62	rs12594515-C	rs12594515	0	12594515	Intergenic	2	0.69	5E-6	5.301029995663981		   1.71	[0.98-2.44] kg increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Weight	1,792 Filipino women	NR	4p15.2	4	25403266	ANAPC4	ANAPC4			29945			rs16877106-C	rs16877106	0	16877106	intron	1	0.96	1E-6	5.999999999999999		   5.42	[3.22-7.62] kg increase	Affymetrix [2,073,674](imputed)	N
12/03/2010	20966902	Croteau-Chonka DC	10/21/2010	Obesity (Silver Spring)	http://www.ncbi.nlm.nih.gov/pubmed/20966902	Genome-wide association study of anthropometric traits and evidence of interactions with age and study year in Filipino women.	Weight	1,792 Filipino women	NR	1p31.3	1	63480730	ATG4C	ATG4C - FOXD3	84938	27022		      150.68	      308.00	rs17124318-C	rs17124318	0	17124318	Intergenic	2	0.87	4E-6	5.397940008672037		   3.98	[2.30-5.66] kg increase	Affymetrix [2,073,674](imputed)	N
12/01/2010	20953188	Ellinghaus E	10/17/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	Psoriasis	472 German cases, 1,146 German controls	6,015 cases, 6,891 controls	6p21.33	6	31252925	HLA-C	RPL3P2 - WASF5P	116935	387122		        3.58	        2.24	rs12191877-?	rs12191877	0	12191877	Intergenic	2	NR	4E-32	31.39794000867204		   2.79	[2.35-3.33] (Panel A)	Illumina [2,339,118] (imputed)	N
12/01/2010	20953188	Ellinghaus E	10/17/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	Psoriasis	472 German cases, 1,146 German controls	6,015 cases, 6,891 controls	5q33.3	5	158759900	IL12B	IL12B - ADRA1B	3593	147		        2.42	      583.84	rs2546890-A	rs2546890	0	2546890	Intergenic	2	0.56	1E-20	20		   1.54	[1.32-1.79] (Panel A)	Illumina [2,339,118] (imputed)	N
12/01/2010	20953188	Ellinghaus E	10/17/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20953188	Genome-wide association study identifies a psoriasis susceptibility locus at TRAF3IP2.	Psoriasis	472 German cases, 1,146 German controls	6,015 cases, 6,891 controls	6q21	6	111913262	TRAF3IP2	TRAF3IP2			10758			rs33980500-T	rs33980500	0	33980500	missense	1	0.08	1E-16	16		NR	NR	Illumina [2,339,118] (imputed)	N
11/30/2010	20953186	Huffmeier U	10/17/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20953186	Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.	Psoriatic arthritis	572 German cases, 888 German controls	Up to 1,761 European descent cases, 3,727 European descent controls	5q33.3	5	158829527	IL12B	IL12B - ADRA1B	3593	147		       72.05	      514.21	rs12188300-T	rs12188300	0	12188300	Intergenic	2	0.08	7E-17	16.15490195998574		   1.70	[1.50-1.93] 	Affymetrix [1,585,307] (imputed)	N
11/30/2010	20953186	Huffmeier U	10/17/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20953186	Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.	Psoriatic arthritis	572 German cases, 888 German controls	Up to 1,761 European descent cases, 3,727 European descent controls	6q21	6	111913262	TRAF3IP2	TRAF3IP2			10758			rs33980500-T	rs33980500	0	33980500	missense	1	0.07	1E-20	20		   1.95	[1.69-2.24] 	Affymetrix [1,585,307] (imputed)	N
11/30/2010	20953186	Huffmeier U	10/17/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20953186	Common variants at TRAF3IP2 are associated with susceptibility to psoriatic arthritis and psoriasis.	Psoriatic arthritis	572 German cases, 888 German controls	Up to 1,761 European descent cases, 3,727 European descent controls	6p21.33	6	31241109	HLA-C	HLA-C			3107			rs13191343-T	rs13191343	0	13191343	nearGene-5	1	0.13	2E-72	71.698970004336		   2.37	[2.16-2.61] 	Affymetrix [1,585,307] (imputed)	N
